"hostphylogeny.taxon","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18"
"Hylocharis cyanus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Hyloctistes subulatus",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Hylopezus berlepschi",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Hylophilus hypoxanthus",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Hylophilus ochraceiceps",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Hylophilus olivaceus",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hylophilus thoracicus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Hylophylax naevius",1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Hypocnemis peruviana",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Hypocnemis subflava",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Hypocnemoides maculicauda",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ibycter americanus",1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Icterus cayanensis",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"Icterus chrysocephalus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Icterus croconotus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Icterus graceannae",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Icterus mesomelas",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ictinia mississippiensis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ictinia plumbea",1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Idiopsar brachyurus",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Incaspiza personata",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Inezia inornata",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iodopleura isabellae",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Iridophanes pulcherrimus",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iridosornis analis",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Iridosornis jelskii",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Iridosornis reinhardti",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ixobrychus exilis",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
"Jabiru mycteria",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Jacamerops aureus",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Jacana jacana",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klais guimeti",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"Knipolegus aterrimus",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Knipolegus poecilocercus",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Knipolegus poecilurus",0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"Knipolegus signatus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lafresnaya lafresnayi",0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
"Lampropsar tanagrinus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Lamprospiza melanoleuca",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Laniisoma elegans",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Lanio versicolor",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Laniocera hypopyrra",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Larus cirrocephalus",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Larus dominicanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Larus serranus",0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"Laterallus exilis",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Laterallus jamaicensis",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Laterallus melanophaius",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Lathrotriccus euleri",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Lathrotriccus griseipectus",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Legatus leucophaius",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Lepidocolaptes albolineatus",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Lepidocolaptes lacrymiger",0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"Lepidocolaptes souleyetii",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Lepidothrix coeruleocapilla",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Lepidothrix coronata",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Lepidothrix isidorei",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Leptasthenura pileata",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
"Leptasthenura striata",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Leptasthenura xenothorax",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Leptasthenura yanacensis",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Leptodon cayanensis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Leptopogon albidiventer",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Leptopogon amaurocephalus",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Leptopogon rufipectus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Leptopogon superciliaris",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Leptopogon taczanowskii",0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Leptosittaca branickii",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptotila rufaxilla",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Leptotila verreauxi",1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1
"Lesbia nuna",0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1
"Lesbia victoriae",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
"Lessonia oreas",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Leucippus taczanowskii",0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
"Leucopternis albicollis",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Leucopternis kuhli",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leucopternis schistaceus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Liosceles thoracicus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Lipaugus vociferans",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Lochmias nematura",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Loddigesia mirabilis",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lophonetta specularioides",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Lophornis chalybeus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lophornis delattrei",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"Lophostrix cristata",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Lophotriccus eulophotes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lophotriccus pileatus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Lophotriccus vitiosus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Lurocalis rufiventris",0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Lurocalis semitorquatus",1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Machaeropterus pyrocephalus",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Machaeropterus regulus",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Malacoptila fulvogularis",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Malacoptila fusca",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Malacoptila semicincta",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Manacus manacus",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Margarornis squamiger",0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0
"Mecocerculus calopterus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Mecocerculus leucophrys",0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1
"Mecocerculus minor",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Mecocerculus poecilocercus",0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"Mecocerculus stictopterus",0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
"Megaceryle torquata",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Megarynchus pitangua",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Megascops albogularis",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Megascops choliba",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Megascops guatemalae",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Megascops ingens",0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"Megascops koepckeae",0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1
"Megascops petersoni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Megascops roboratus",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Megascops watsonii",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Melanerpes cruentatus",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Melanopareia elegans",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Merganetta armata",0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
"Mesembrinibis cayennensis",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Metallura aeneocauda",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Metallura eupogon",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Metallura phoebe",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Metallura theresiae",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Metallura tyrianthina",0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1
"Metopothrix aurantiaca",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Metriopelia ceciliae",0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1
"Metriopelia melanoptera",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"Micrastur buckleyi",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Micrastur gilvicollis",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Micrastur mirandollei",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Micrastur ruficollis",1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"Micrastur semitorquatus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Microcerculus marginatus",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Micromonacha lanceolata",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Microrhopias quixensis",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Milvago chimachima",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Mimus longicaudatus",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Mionectes macconnelli",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Mionectes oleagineus",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Mionectes olivaceus",0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"Mionectes striaticollis",0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0
"Mitrephanes olivaceus",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Mitu tuberosum",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Mniotilta varia",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Molothrus bonariensis",1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1
"Molothrus oryzivorus",1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Momotus aequatorialis",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"Momotus momota",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Monasa flavirostris",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Monasa morphoeus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Monasa nigrifrons",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Morphnus guianensis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Muscigralla brevicauda",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Muscisaxicola albifrons",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Muscisaxicola albilora",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Muscisaxicola cinereus",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Muscisaxicola flavinucha",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Muscisaxicola fluviatilis",0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0
"Muscisaxicola frontalis",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Muscisaxicola griseus",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Muscisaxicola juninensis",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Muscisaxicola maclovianus",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Muscisaxicola maculirostris",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"Muscisaxicola rufivertex",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Myadestes ralloides",0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"Mycteria americana",1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"Myiarchus cephalotes",0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0
"Myiarchus ferox",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Myiarchus phaeocephalus",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Myiarchus semirufus",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Myiarchus swainsoni",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Myiarchus tuberculifer",1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1
"Myiarchus tyrannulus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Myiobius atricaudus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Myiobius barbatus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Myiobius villosus",0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Myioborus melanocephalus",0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"Myioborus miniatus",0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1
"Myiodynastes bairdii",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Myiodynastes chrysocephalus",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Myiodynastes luteiventris",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Myiodynastes maculatus",1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"Myiopagis caniceps",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Myiopagis gaimardii",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Myiopagis subplacens",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Myiopagis viridicata",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myiophobus crypterythrus",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Myiophobus fasciatus",1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0
"Myiophobus flavicans",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myiophobus inornatus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Myiophobus ochraceiventris",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Myiophobus pulcher",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Myiophobus rufescens",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"Myiornis albiventris",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Myiornis ecaudatus",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Myiotheretes fumigatus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myiotheretes fuscorufus",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Myiotheretes striaticollis",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"Myiotriccus ornatus",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Myiozetetes cayanensis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myiozetetes granadensis",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Myiozetetes luteiventris",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Myiozetetes similis",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Myornis senilis",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myrmeciza atrothorax",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Myrmeciza fortis",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Myrmeciza goeldii",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myrmeciza hemimelaena",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Myrmeciza hyperythra",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Myrmeciza melanoceps",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Myrmia micrura",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Myrmoborus leucophrys",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Myrmoborus myotherinus",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Myrmothera campanisona",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Myrmotherula axillaris",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Myrmotherula brachyura",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Myrmotherula hauxwelli",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Myrmotherula ignota",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Myrmotherula iheringi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myrmotherula longicauda",0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"Myrmotherula longipennis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myrmotherula menetriesii",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Myrmotherula multostriata",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Myrmotherula schisticolor",0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"Myrmotherula sclateri",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myrtis fanny",0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
"Nannopsittaca dachilleae",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Nasica longirostris",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nemosia pileata",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Neochelidon tibialis",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Neochen jubata",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neocrex erythrops",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Neoctantes niger",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Neomorphus geoffroyi",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Neopelma sulphureiventer",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Neopipo cinnamomea",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Nephelornis oneilli",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Netta erythrophthalma",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
"Nonnula ruficapilla",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Nonnula sclateri",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Notharchus hyperrhynchus",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Notharchus ordii",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Notharchus tectus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Nothocercus julius",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nothocercus nigrocapillus",0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"Nothoprocta curvirostris",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nothoprocta ornata",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Nothoprocta pentlandii",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
"Nothoprocta taczanowskii",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Nothura darwinii",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Notiochelidon flavipes",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Notiochelidon murina",0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1
"Numenius phaeopus",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Nyctibius aethereus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Nyctibius bracteatus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Nyctibius grandis",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Nyctibius griseus",1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"Nyctibius maculosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Nycticorax nycticorax",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
"Nyctidromus albicollis",1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
"Nyctiphrynus ocellatus",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Nystalus striolatus",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Ochthoeca cinnamomeiventris",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ochthoeca diadema",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ochthoeca frontalis",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Ochthoeca fumicolor",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
"Ochthoeca jelskii",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
"Ochthoeca leucophrys",0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
"Ochthoeca oenanthoides",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ochthoeca piurae",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"Ochthoeca pulchella",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ochthoeca rufipectoralis",0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
"Ochthoeca thoracica",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ochthornis littoralis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ocreatus underwoodii",0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"Odontophorus balliviani",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Odontophorus gujanensis",1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"Odontophorus speciosus",0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
"Odontophorus stellatus",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Odontorchilus branickii",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Onychorhynchus coronatus",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Opisthocomus hoazin",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Oporornis agilis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oreomanes fraseri",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Oreonympha nobilis",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Oreotrochilus estella",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"Oreotrochilus melanogaster",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Oreotrochilus stolzmanni",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ornithion inerme",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Ortalis guttata",1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0
